issueKey,summary,created,resolved,status,priority,severity,labels,components,Bug Detection Phase,linked_pr_number,is_escaped_defect
IO-134863,[CAM IA] Unable to scroll down to the settings and save in default window size.,2025-06-26T13:09:35.173+0530,2025-06-27T11:14:32.853+0530,Released,P2,S2,Impacting_IA_By_IO_Bug;ReportedByIA,UI,Regression/PST Test,,False
IO-134836,The preview layout is taking the length of the table ,2025-06-26T11:42:59.246+0530,2025-06-26T20:36:55.650+0530,Released,P3,S3,regression,UX,Regression/PST Test,,False
IO-134799,"Clicking the Close (X) button located in the top-right corner of the interface consistently redirects users to the first flow group, regardless of which flow group or flow was selected at the time of closing.",2025-06-26T10:06:52.892+0530,2025-07-24T16:27:49.867+0530,Pending Release,P2,S2,slackReported,UI,Production/Escaped (Internal),,True
IO-134787,BullHorn : Wrong formation of Request URL while using query parameters ,2025-06-26T08:34:23.143+0530,2025-07-24T19:23:51.678+0530,Released,P1,S1,Assistant2.0,Adaptor,Integration Test,,False
IO-134763,[DI QA.Staging] Edit : Export : Dataset fields are coming as unchecked  ,2025-06-25T19:27:58.167+0530,2025-07-29T16:01:52.540+0530,Pending Release,P3,S2,,DI,System Test/E2E,,False
IO-134759,Observing TypeError: Cannot read property 'low' of undefined in ia-qa env qgw ,2025-06-25T18:57:54.363+0530,,Open,P2,S3,canary,Core-kafka-util,Service-level Test,,False
IO-134730,"NSAW Import is failing for datatype BLOB, size more than 255",2025-06-25T16:32:52.450+0530,,Analysis,P3,S4,,DI,System Test/E2E,,False
IO-134665,New UI mini map layout is not proper,2025-06-25T14:33:02.234+0530,2025-07-09T11:54:52.464+0530,Pending Release,P3,S3,newui,UI,Component Test,,False
IO-134663,[APIM] While trying to edit environment name it is throwing error - APIM specific name is already taken,2025-06-25T14:05:45.397+0530,2025-07-17T11:48:42.564+0530,Pending Release,P3,S3,,API management,Exploratory Test,,False
IO-134662,[DI QA_STAGING] NSAW : Field with only Time value getting created as Timestamp,2025-06-25T13:53:59.237+0530,2025-07-28T19:41:36.142+0530,Pending Release,P4,S4,,DI,System Test/E2E,,False
IO-134657,[DI QA.Staging] Date Time with Timezone is getting created as simple timestamp,2025-06-25T13:47:24.173+0530,2025-07-28T20:13:38.574+0530,Pending Release,P4,S4,,DI,System Test/E2E,,False
IO-134656,Users should see remove option for data loader imports in New UI,2025-06-25T13:45:42.911+0530,2025-07-15T11:59:27.635+0530,Pending Release,P2,S2,,UI,Component Test,,False
IO-134582,Prod NA: TypeError: Cannot read properties of undefined (reading '_iClientId'),2025-06-25T11:00:09.956+0530,2025-08-04T14:33:10.883+0530,Pending Release,P2,S2,,Adaptor,Production/Escaped (Internal),,True
IO-134566,[Workers Disabled] unable to verify the first certificate,2025-06-25T10:49:30.247+0530,2025-06-27T16:58:11.350+0530,Released,P1,S2,Impacting_IA_By_IO_Bug;Regression;ReportedByAutomation;ReportedByIA,Core,Regression/PST Test,,False
IO-134561,  Can not transfer the walmart - netsuite,2025-06-25T10:35:18.528+0530,,Analysis,P2,S3,,Core,Production/Escaped (Customer),,True
IO-134552,[UX]Textfield with action has extra border,2025-06-25T10:23:04.147+0530,2025-07-11T10:04:37.974+0530,Pending Release,P3,S3,,UI - Usability,Exploratory Test,,False
IO-134545,Couldnt able to add mappings via integration flows page if there are multiple imports present on a flow,2025-06-25T09:50:54.720+0530,2025-07-15T17:54:32.744+0530,Pending Release,P2,S2,E2E;ET_Bug;ReportedByE2E,UI,Exploratory Test,,False
IO-134519,"For multi export flow, next flow is getting triggered multiple times when PG has 0 records",2025-06-24T19:38:54.085+0530,,In Progress,P2,S2,PG2-Worker;Worker-MS,Core-Workers,Production/Escaped (Internal),,True
IO-134495,"Getting ""postBody.data.length !== respBody.length"" with axios",2025-06-24T18:35:21.355+0530,2025-06-25T20:13:41.800+0530,Released,P1,S2,ReportedByAutomation,NetSuite Adaptor (Node.js),Integration Test,,False
IO-134489,/api/fileDefinitions/parse api route not migrated to MS,2025-06-24T18:07:20.309+0530,2025-07-22T13:19:51.582+0530,Released,P2,S2,,API (api.integrator.io),Release Sanity Test,,False
IO-134488,/v1/jobs/*/joberrors api route not migrated to MS,2025-06-24T18:06:19.614+0530,2025-07-01T11:01:09.595+0530,Pending Release,P2,S2,,API (api.integrator.io),Release Sanity Test,,False
IO-134487,/v1/xmlToJson api route not migrated to MS,2025-06-24T18:00:13.240+0530,2025-07-15T19:29:46.295+0530,Pending Release,P2,S2,,API (api.integrator.io),Release Sanity Test,,False
IO-134476,"HTTP body does not apply values of ""job"" object on HTTP import during flow run.",2025-06-24T17:08:35.006+0530,2025-07-11T10:38:12.726+0530,Released,P2,S2,jira_escalated,HTTP Adaptor,Post Deployment,,False
IO-134474,"[ashares] Standalone Flow Sends undefined Instead of none for Integration ID, Causing 400 Error",2025-06-24T16:46:08.040+0530,2025-07-21T12:49:46.198+0530,Pending Release,P2,S2,E2E;ReportedByE2E,UI,Integration Test,,False
IO-134447,"Integrator Workers | QA Prod | Seeing Uncaught level=error, logName=fatalError, type=uncaughtException, message=Cannot read properties of null (reading 'body'), stack=TypeError: Cannot read properties of null (reading 'body')",2025-06-24T15:38:02.394+0530,2025-06-26T10:55:43.524+0530,Released,P1,S2,SplunkError,Core-Workers,Integration Test,,False
IO-134445,"Integrator Workers | QA Prod | Seeing uncaught err={""message"":""Cannot read properties of null (reading 'ver')""",2025-06-24T15:34:03.558+0530,2025-06-26T10:55:14.061+0530,Released,P1,S1,SplunkError,Core-Workers,Integration Test,,False
IO-134421,"""Auto-recover rate limit errors"" uncheck from system is not showing in audit logs of the connection",2025-06-24T13:30:31.249+0530,2025-08-22T11:23:21.076+0530,Pending Release,P2,S3,,Core,Release Sanity Test,,False
IO-134406,standalone flows are not properly displayed in attach flow section,2025-06-24T12:54:48.254+0530,2025-07-10T16:21:02.686+0530,Pending Release,P2,S2,E2E;ET_Bug;ReportedByE2E,UI,Exploratory Test,,False
IO-134396,"Test Mode | In case override trace key template is set on export, io custom trace key is not coming on scripts in case transform is added.",2025-06-24T12:28:54.548+0530,2025-06-25T19:00:33.584+0530,Released,P2,S2,PM_Triaged;ReportedByAutomation,Adaptor,Integration Test,,False
IO-134384,API Builder: Toggle Buttons in APIs creates confusion for user,2025-06-24T12:06:01.046+0530,2025-07-24T10:31:34.882+0530,Pending Release,P2,S2,E2E;ReportedByE2E,API management,Exploratory Test,,False
IO-134370,Setting page is disoriented after the bug fix IO-132649,2025-06-24T11:39:26.934+0530,2025-06-25T17:05:49.905+0530,Released,P2,S2,Dependency_IA;IA_bug_Triaged;Impacting_IA_By_IO_Bug;ReportedByIA;ReportedDuringReleaseTesting,UI,UAT,,False
IO-134313,Email Notification Delay When Connection Goes Offline - Knowbe4,2025-06-23T22:17:50.861+0530,,Open,P2,S2,,Connector,Production/Escaped (Customer),,True
IO-134239,Analyse uncaught exception in NSW.,2025-06-23T15:49:52.340+0530,,Open,P4,S2,,NetSuite Adaptor (Node.js),Regression/PST Test,,False
IO-134232,examine why file-service pods are not terminating even when they seem to do nothing. ,2025-06-23T15:40:15.529+0530,2025-07-29T15:13:35.515+0530,Pending Release,P1,S1,,Files microservice,Production/Escaped (Internal),,True
IO-134143,Horizontal Scrollbar Inconsistently Missing in Tables with Errors,2025-06-23T12:05:30.934+0530,2025-07-29T13:11:59.229+0530,Pending Release,P2,S2,engg_triaged,UI,Component Test,,False
IO-134054,"Integrator QGW | Getting exception error: logName=licenseAuditBatchProcess, status=failure, error={""message"":""Model.countDocuments() no longer accepts a callback"",""name"":""MongooseError""}",2025-06-23T10:26:21.713+0530,2025-06-23T22:11:07.392+0530,Released,P2,S3,SplunkError;mongoose7,Core,Service-level Test,,False
IO-134051,EDI flows are not working fine in accounts where EDI license is disabled,2025-06-23T05:02:03.429+0530,2025-06-26T23:36:18.050+0530,Released,P1,S1,ReportedByAutomation,EDI,Component Test,,False
IO-134050,UI is sending the field with an empty string as its value when updating an EDI Profile.,2025-06-23T02:20:15.915+0530,2025-07-15T18:39:18.338+0530,Pending Release,P2,S2,,UI,Component Test,,False
IO-134049,docType and docNumber mapping is not being considered from env var for EDIX12 outbound transactions,2025-06-23T02:08:58.132+0530,2025-06-30T13:07:12.778+0530,Released,P1,S2,,EDI,Component Test,,False
IO-134048,Sprint 67 Demo - feedback,2025-06-23T02:01:41.629+0530,2025-07-23T10:24:04.555+0530,Pending Release,P2,S2,,EDI,Component Test,,False
IO-134037,Schedule multi export flow does not run all the PGs if webhook is added as middle export which also impacts chained flows,2025-06-20T18:53:42.833+0530,2025-07-29T19:39:51.269+0530,Pending Release,P2,S2,,Core-Workers,Exploratory Test,,False
IO-134010,UI is allowing to select dates until 6 months instead of 180 days when trying to provide access to the support,2025-06-20T16:36:20.767+0530,2025-06-23T15:46:03.299+0530,Released,P2,S2,support_access,UI,Component Test,,False
IO-134006,CorpToken is not being masked in preview mode or debug logs for BullConnection,2025-06-20T15:38:58.077+0530,2025-07-24T21:11:38.555+0530,Released,P1,S1,,Adaptor,System Test/E2E,,False
IO-133986,The Celigo NetSuite Staging app is not redirecting to the Shopify Connection page.,2025-06-20T14:46:41.675+0530,2025-07-15T10:53:22.254+0530,Released,P2,S2,Dependency_IA;Impacting_IA_By_IO_Bug;ReportedByIA,Adaptor,Integration Test,,False
IO-133977,/support shares call is being made even after support user has been disabled ,2025-06-20T12:14:04.899+0530,2025-06-24T18:28:53.635+0530,Released,P2,S2,,UI,Component Test,,False
IO-133969,"UI deployment jenkins job not working as expected after ""is_canary"" check is introduced,",2025-06-20T11:55:56.847+0530,2025-06-25T10:59:57.008+0530,Released,P2,S2,,UI,System Test/E2E,,False
IO-133968,"Newly created connection not listed in ""Use existing connection"" list while cloning flow to another environment for Certain Connectors (e.g., Google Sheets, GitHub)",2025-06-20T11:34:29.969+0530,2025-07-04T09:15:49.664+0530,Pending Release,P2,S2,,UI,Component Test,,False
IO-133924,EDIX12 is shown as fileType when users open EDIFACT export immediately after they login,2025-06-19T23:06:25.976+0530,,Blocked,P2,S2,NeedsPMTriage;PM_Triaged,UI,Component Test,,False
IO-133917,"On the EDI Dashboard, the FA Status label should be updated to ACK Status when the selected fileType is EDIFACT.",2025-06-19T22:33:35.579+0530,2025-07-15T09:24:36.159+0530,Pending Release,P2,S2,,UI,Component Test,,False
IO-133909,Agent-Linux| Getting error- Cannot read properties of undefined (reading 'shift') while running the MySql and Postgresql flows,2025-06-19T21:22:38.650+0530,2025-07-15T12:44:20.980+0530,Released,P2,S1,,On-Premise Agent,Service-level Test,,False
IO-133896,[DI QA-STAGING] Not able to create new sync on existing integration ,2025-06-19T17:57:27.659+0530,2025-06-19T20:02:46.469+0530,Released,P2,S1,,DI,Integration Test,,False
IO-133893,<QA Env>: TypeError: Cannot set properties of undefined (setting 'disabled') for /api/environments/_id/enable,2025-06-19T17:40:31.604+0530,2025-07-29T10:39:24.272+0530,Pending Release,P2,S2,SplunkError,Core,System Test/E2E,,False
IO-133891,"While creating token, wrong pop-up is being shown",2025-06-19T17:26:37.060+0530,2025-07-28T16:44:44.773+0530,Pending Release,P2,S2,,UI,Integration Test,,False
IO-133890,[DI QA_Staging][Intermittent]handlebars_template_parse_error when we run a sync which has one dataset and with export mode (source MySql/snowflake) it is failing with below error,2025-06-19T17:14:13.976+0530,,On hold,P4,S4,DI,DI,System Test/E2E,,False
IO-133809,In Testrun mode-live Headers values are showing even in Rules 2.0 even if we have a mock output for HTTP lookup.We are showing Dummy values for Javascript for same scenario,2025-06-19T13:04:07.731+0530,,Deferred,P3,S2,PM_Triaged,UI - Usability,Release Sanity Test,,False
IO-133808,"Observing "" code: 'ratelimit_exceeded', message: 'Rate bucket exceeded' "" error on logs while running the flow",2025-06-19T13:00:41.381+0530,2025-07-01T16:30:25.202+0530,Pending Release,P2,S1,,On-Premise Agent,Service-level Test,,False
IO-133792,Unable to Generate BHRestToken for Bull Horn Authentication as we are receiving 412 status code for auth error instead of 401,2025-06-19T12:24:33.690+0530,2025-06-23T07:01:41.151+0530,Released,P2,S2,,Adaptor,System Test/E2E,,False
IO-133791,CURRENT_STATE_GENERATION_ERROR_EVENT log in splunk,2025-06-19T12:22:59.109+0530,2025-06-24T14:46:20.285+0530,Released,P2,S3,,NetSuite Adaptor (SuiteScript),Integration Test,,False
IO-133784,s3PageInDestroy log is being printed in splunk,2025-06-19T12:15:56.317+0530,2025-07-30T00:14:02.537+0530,Pending Release,P3,S2,PG2-Worker;Worker-MS,Core-Workers,Deep Functional Test,,False
IO-133766,"<QA ENV> err=Error: Audit validation failed: _userId: Path `_userId` is required., _byUserId: Path `_byUserId` is required.",2025-06-19T11:25:59.584+0530,,Ready for QA,P3,S3,,Core-System-APIs,Release Sanity Test,,False
IO-133741,"Adding EDI related env variables in api-execution-service for ci pipeline, also through the release in staging and prod envs",2025-06-19T09:54:39.047+0530,2025-06-20T11:27:44.211+0530,Released,P1,S2,,EDI,Exploratory Test,,False
IO-133740,"This function was present createFlowAndUploadErrorsAndResolvedError in adaptor and now is removed and causing test failures, ",2025-06-19T09:44:34.376+0530,2025-06-19T17:46:56.392+0530,Released,P1,S2,,Adaptor,Exploratory Test,,False
IO-133739,New updates in traceKey are causing io_custom_trace_key to not be added in the record,2025-06-19T09:39:54.374+0530,2025-06-19T18:28:31.593+0530,Released,P1,S2,,Adaptor,Exploratory Test,,False
IO-133737,[DI QA_STAGING] NSAW Data Load in failing for boolean dataType fields having value true and false,2025-06-19T08:44:28.707+0530,2025-06-20T08:13:47.189+0530,Released,P1,S1,,DI,System Test/E2E,,False
IO-133736,"[DI QA_STAGING] NSAW table creation is failing ,when long dataType field selected as primary key",2025-06-19T08:41:21.272+0530,2025-06-20T08:13:19.922+0530,Released,P2,S2,,DI,System Test/E2E,,False
IO-133689,[DI QA_STAGING] NSAW : Load Source data to NSAW flow is failing for ALT__CELIGO_EXTRACTED_AT column,2025-06-19T00:19:35.886+0530,2025-06-26T10:47:50.886+0530,Released,P1,S1,,DI,System Test/E2E,,False
IO-133656,"[Also Occurring on Prod]Unexpected Crash, When Running Flow with Async Helper on Export Using Agent-Based Connection",2025-06-18T17:42:18.087+0530,,Open,P4,S2,,HTTP Adaptor,Service-level Test,,False
IO-133646,[UI] Null value is not saving for the first time,2025-06-18T17:08:06.319+0530,2025-07-21T11:53:33.628+0530,Pending Release,P3,S3,PM_Triaged,UI,Exploratory Test,,False
IO-133624,Only last character is being typed on the search box inside EDI activity,2025-06-18T16:15:51.876+0530,2025-06-19T13:16:34.125+0530,Released,P2,S2,,UI,Component Test,,False
IO-133619,webhook flow stuck ,2025-06-18T16:10:07.831+0530,2025-06-27T14:57:32.723+0530,Released,P1,S1,,Core-Workers,Deep Functional Test,,False
IO-133613,User is not able to add transformation rule for API Request ,2025-06-18T15:55:46.779+0530,2025-06-19T11:59:17.004+0530,Released,P2,S1,ReportedByAutomation,Core-API-Builder,Integration Test,,False
IO-133606,job cancelling for IA flow if connection is using non IA offline connection as borrow concurrency from ,2025-06-18T15:49:28.762+0530,,Open,P2,S2,PG1-Worker;Worker-MS;WorkerMSMonitoring,Core-Workers,Production/Escaped (Customer),,True
IO-133593,[DI QA_STAGING] NSAW Table creation is failing in sync table step with Original Error message: ORA-02264: name already used by an existing constraint,2025-06-18T14:41:11.887+0530,2025-06-19T23:40:44.146+0530,Released,P2,S2,,DI,Automation Test,,False
IO-133592,"QA Staging | Integrator Workers | Uncaught happening type=uncaughtException, message=Cannot read properties of undefined (reading '_id'), stack=TypeError: Cannot read properties of undefined (reading '_id')",2025-06-18T14:35:43.901+0530,,Analysis,P2,S2,PG1-Worker;SplunkError;Worker-MS,Core-Workers,Service-level Test,,False
